XF
W1
3196244,20210927,07273929,7.55;
3156879,20210927,07275019,5.80;
3158219,20210927,07280109,7.20;
3146690,20210927,07281302,4.05;
3141262,20210927,07282981,6.85;
3193869,20210927,07284142,6.50;
3160937,20210927,07285548,5.45;
3161512,20210927,07290879,8.25;
3196389,20210927,07292056,10.00;
3162782,20210927,07293087,3.70;
3196820,20210927,07294579,10.00;
3198701,20210927,07300094,6.15;
3182889,20210927,07301167,3.35;
3165860,20210927,07302942,3.00;
3128627,20210927,07304334,5.80;
3154817,20210927,07305877,6.50;
3148689,20210927,07311597,8.60;
3124423,20210927,07313491,5.10;
3184715,20210927,07315179,8.60;
3156545,20210927,07320981,9.65;
3147716,20210927,07322693,5.45;
3187569,20210927,07324049,5.80;
3186722,20210927,07325101,4.05;
3197289,20210927,07331096,8.25;
3205397,20210927,07333041,4.75;
3149840,20210927,07334785,9.65;
3162665,20210927,07340651,3.35;
3131119,20210927,07341702,9.65;
3195560,20210927,07343510,6.15;
3135232,20210927,07345206,10.00;
3187794,20210927,07350707,7.55;
3158787,20210927,07352271,3.35;
3137537,20210927,07353998,6.85;
3198422,20210927,07355487,7.20;
3169929,20210927,07361374,7.90;
3148094,20210927,07362830,7.55;
3175085,20210927,07364422,7.20;
3152233,20210927,07370081,4.75;
3168867,20210927,07371229,7.20;
3124450,20210927,07372517,3.00;
3184481,20210927,07373704,6.85;
3195957,20210927,07375137,5.45;
3190547,20210927,07380745,7.90;
3180458,20210927,07382135,6.50;
3196857,20210927,07383481,8.60;
3128023,20210927,07385336,3.70;
3149525,20210927,07390979,4.40;
3167598,20210927,07392439,7.55;
3175535,20210927,07393945,3.70;
3177777,20210927,07395100,9.65;
3147671,20210927,07400320,4.40;
3133865,20210927,07401877,5.10;
3150857,20210927,07403185,10.00;
3160919,20210927,07404441,3.70;
3129671,20210927,07405812,5.10;
3182537,20210927,07411271,4.75;
3156653,20210927,07412563,6.50;
3209483,20210927,07413892,9.30;
3180881,20210927,07415183,8.25;
3129013,20210927,07420194,5.80;
3161756,20210927,07422163,5.80;
3208808,20210927,07424006,4.05;
3203669,20210927,07425060,4.05;
3128140,20210927,07430554,8.25;
3200013,20210927,07432376,5.10;
3167264,20210927,07434094,10.00;
3133126,20210927,07435625,8.95;
3191852,20210927,07441122,10.00;
3156121,20210927,07442219,3.00;
3188423,20210927,07443391,5.10;
3127024,20210927,07444988,8.95;
3136411,20210927,07450762,5.80;
3140281,20210927,07451899,6.15;
3194930,20210927,07453389,4.05;
3125936,20210927,07455115,4.40;
3153584,20210927,07460471,8.95;
3176219,20210927,07461691,10.00;
3163754,20210927,07463602,3.35;
3203371,20210927,07465094,6.50;
3192923,20210927,07470242,4.75;
3170314,20210927,07471524,7.20;
3198170,20210927,07472728,5.45;
3187983,20210927,07474494,5.80;
3203146,20210927,07475600,4.05;
3125611,20210927,07481481,5.80;
3156176,20210927,07482940,5.80;
3183176,20210927,07484721,9.65;
3150064,20210927,07490628,6.50;
3201067,20210927,07491996,8.60;
3135421,20210927,07493657,9.30;
3129563,20210927,07495610,6.85;
3167291,20210927,07501386,5.80;
3160261,20210927,07502952,7.55;
3205900,20210927,07504078,7.55;
3191537,20210927,07505228,9.65;
3145781,20210927,07510329,3.35;
3126412,20210927,07511466,6.15;
3145970,20210927,07512940,6.50;
3174257,20210927,07514231,4.75;
3186128,20210927,07515745,5.10;
3133298,20210927,07521230,6.50;
3158679,20210927,07522813,5.10;
3200923,20210927,07524240,4.40;
3176921,20210927,07525993,8.60;
3132262,20210927,07531160,8.95;
3139724,20210927,07532370,6.85;
3132839,20210927,07533455,8.95;
3129248,20210927,07534751,5.10;
3159344,20210927,07540428,8.25;
3171449,20210927,07542219,3.70;
3155041,20210927,07543799,5.45;
3175968,20210927,07545492,6.50;
3203650,20210927,07550575,7.55;
3157292,20210927,07552339,8.25;
3159227,20210927,07553537,6.50;
3136835,20210927,07555116,3.70;
3132325,20210927,07560858,3.70;
3132064,20210927,07562672,4.75;
3151810,20210927,07564040,6.50;
3148508,20210927,07565433,6.15;
3189909,20210927,07570589,7.55;
3207935,20210927,07571798,10.00;
3171142,20210927,07573781,9.65;
3178730,20210927,07575168,3.70;
3190772,20210927,07580937,6.15;
3137078,20210927,07582364,4.75;
3166102,20210927,07583636,4.05;
3208187,20210927,07585138,3.70;
3129293,20210927,07590429,8.95;
3201823,20210927,07591917,5.10;
3157887,20210927,07593501,4.05;
3207331,20210927,07595420,4.40;
3154321,20210927,08001290,3.35;
3183103,20210927,08002800,8.95;
3159669,20210927,08004131,3.35;
3188919,20210927,08005903,6.85;
3201661,20210927,08011246,3.00;
3173087,20210927,08012664,7.20;
3144999,20210927,08014600,4.05;
3159001,20210927,08020384,3.35;
3185778,20210927,08021564,7.55;
3132037,20210927,08022685,6.50;
3193715,20210927,08024295,5.10;
3168515,20210927,08025425,4.75;
3128014,20210927,08031154,3.00;
3188900,20210927,08032681,5.80;
3159074,20210927,08033912,3.00;
3175094,20210927,08035910,7.55;
3128726,20210927,08041538,5.10;
3172376,20210927,08043491,6.15;
3171584,20210927,08045151,6.85;
3188694,20210927,08051063,10.00;
3131542,20210927,08052184,7.20;
3166788,20210927,08053862,9.65;
3151937,20210927,08055780,9.30;
3149200,20210927,08061692,8.60;
3163349,20210927,08062857,6.85;
3188306,20210927,08064434,8.25;
3208358,20210927,08065796,4.05;
3142531,20210927,08071124,8.60;
3188090,20210927,08072338,9.30;
3185200,20210927,08074249,5.10;
3162674,20210927,08075486,6.15;
3188360,20210927,08080612,7.90;
3156473,20210927,08082076,10.00;
3136448,20210927,08083579,8.25;
3151144,20210927,08084895,6.50;
3190367,20210927,08090655,7.20;
3127367,20210927,08092152,7.20;
3184166,20210927,08093596,5.10;
3172484,20210927,08095048,8.95;
3166814,20210927,08100089,4.40;
3144881,20210927,08101382,4.75;
3167976,20210927,08102729,3.35;
3181286,20210927,08104178,6.50;
3208998,20210927,08105642,6.15;
3198648,20210927,08111355,3.70;
3182465,20210927,08113181,5.80;
3165581,20210927,08115030,7.90;
3126917,20210927,08120567,5.10;
3179216,20210927,08122474,7.20;
3185138,20210927,08124144,4.40;
3135845,20210927,08125554,8.25;
3172006,20210927,08130659,7.20;
3166300,20210927,08132522,10.00;
3132712,20210927,08133846,7.55;
3135287,20210927,08135357,5.10;
3132000,20210927,08140418,5.80;
3148535,20210927,08142004,9.65;
3185363,20210927,08143908,3.70;
3139977,20210927,08145314,5.80;
3135025,20210927,08150836,7.55;
3136286,20210927,08152110,7.20;
3164627,20210927,08153182,3.35;
3171359,20210927,08154650,5.10;
3164348,20210927,08160192,4.40;
3126313,20210927,08161828,8.60;
3177597,20210927,08163180,5.10;
3165626,20210927,08164314,10.00;
3176200,20210927,08165974,4.05;
3140687,20210927,08171969,6.85;
3165914,20210927,08173279,7.90;
3198945,20210927,08174896,7.55;
3142793,20210927,08175907,5.80;
3190556,20210927,08181289,9.65;
3181899,20210927,08182320,6.50;
3186065,20210927,08183937,8.95;
3170675,20210927,08185808,10.00;
3141965,20210927,08191442,3.35;
3201841,20210927,08192969,8.25;
3168588,20210927,08194542,4.40;
3147725,20210927,08195915,3.35;
3184012,20210927,08201862,4.40;
3146465,20210927,08203154,5.10;
3195605,20210927,08204754,6.15;
3170873,20210927,08210436,8.95;
3209023,20210927,08211722,5.45;
3186506,20210927,08212733,6.85;
3197388,20210927,08214477,6.85;
3199539,20210927,08215489,7.90;
3127691,20210927,08220657,6.50;
3192374,20210927,08222089,3.00;
3190538,20210927,08223476,7.20;
3160531,20210927,08224738,7.20;
3199412,20210927,08230345,4.40;
3203461,20210927,08232338,3.35;
3164014,20210927,08234134,8.25;
3163132,20210927,08235245,3.00;
3125189,20210927,08240997,5.10;
3203885,20210927,08242383,6.50;
3183329,20210927,08243920,5.45;
3125134,20210927,08245570,8.25;
3144142,20210927,08251313,3.70;
3182735,20210927,08252426,8.25;
3125648,20210927,08253608,3.00;
3153502,20210927,08254710,4.40;
3139409,20210927,08260527,4.40;
3207151,20210927,08262490,4.40;
3192815,20210927,08264356,5.10;
3152648,20210927,08265419,6.85;
3197306,20210927,08271046,7.20;
3153043,20210927,08272699,6.15;
3148850,20210927,08274084,3.35;
3137410,20210927,08275302,7.20;
3133775,20210927,08280649,8.60;
3129833,20210927,08282028,3.35;
3169820,20210927,08283779,7.20;
3170701,20210927,08285368,6.15;
3124180,20210927,08291358,9.65;
3143873,20210927,08293352,5.10;
3148922,20210927,08294491,8.25;
3172204,20210927,08295662,6.50;
3166922,20210927,08300709,5.80;
3195407,20210927,08301734,9.30;
3152657,20210927,08303558,6.15;
3198891,20210927,08305049,6.15;
3196550,20210927,08310095,7.20;
3202769,20210927,08311098,6.50;
3127051,20210927,08312302,9.30;
3161251,20210927,08314078,7.20;
3142748,20210927,08315259,7.55;
3201229,20210927,08320657,7.20;
3192121,20210927,08322397,4.40;
3189170,20210927,08323838,4.05;
3200716,20210927,08325641,7.20;
3139571,20210927,08331287,6.15;
3182618,20210927,08333188,3.00;
3183266,20210927,08334446,6.85;
3142900,20210927,08340178,3.35;
3166049,20210927,08341883,6.50;
3187208,20210927,08343063,5.10;
3182726,20210927,08344511,8.60;
3178622,20210927,08345573,8.95;
3180403,20210927,08351336,8.95;
3175878,20210927,08352606,7.90;
3161503,20210927,08353855,9.30;
3173221,20210927,08354868,6.85;
3199368,20210927,08360591,6.15;
3126106,20210927,08361671,6.85;
3150541,20210927,08362903,5.45;
3184049,20210927,08364246,3.00;
3155636,20210927,08365385,4.75;
3143044,20210927,08371295,4.40;
3195461,20210927,08372315,3.35;
3170008,20210927,08373906,7.90;
3179162,20210927,08375845,9.65;
3173023,20210927,08381548,8.60;
3154862,20210927,08382700,3.00;
3198800,20210927,08384193,8.25;
3151838,20210927,08385623,8.95;
3129419,20210927,08391069,6.50;
3147266,20210927,08392784,6.15;
3160775,20210927,08394075,9.65;
3154349,20210927,08395789,8.60;
3174608,20210927,08401054,6.15;
3186056,20210927,08402495,9.65;
3134116,20210927,08404343,3.70;
3182023,20210927,08410042,8.95;
3191627,20210927,08411799,3.35;
3135746,20210927,08412990,4.05;
3183914,20210927,08414719,8.25;
3209087,20210927,08420534,7.90;
3150424,20210927,08422077,8.25;
3163691,20210927,08424047,6.85;
3155159,20210927,08425353,6.15;
3188513,20210927,08430772,4.05;
3149994,20210927,08432520,4.05;
3125828,20210927,08434160,7.20;
3124153,20210927,08435704,3.70;
3208844,20210927,08441587,4.40;
3130967,20210927,08442692,10.00;
3180782,20210927,08444016,7.90;
3193058,20210927,08445497,4.40;
3123640,20210927,08451198,8.25;
3163060,20210927,08452545,9.30;
3175256,20210927,08453742,4.75;
3207601,20210927,08455143,7.55;
3127303,20210927,08460645,10.00;
3157120,20210927,08461651,3.00;
3176750,20210927,08463306,3.70;
3207539,20210927,08464623,6.50;
3196352,20210927,08465921,3.00;
3153773,20210927,08471194,3.00;
3187811,20210927,08472297,3.70;
3206378,20210927,08473748,3.70;
3129338,20210927,08474875,7.20;
3197937,20210927,08475970,5.80;
3183950,20210927,08481796,4.40;
3174644,20210927,08483275,8.25;
3132091,20210930,17002651,14.00;
3195669,20210930,17010107,7.50;
3170657,20210930,17012807,20.00;
3193814,20210930,17015197,11.00;
3199836,20210930,17021583,13.00;
3167697,20210930,17024665,8.50;
3190312,20210930,17032048,9.50;
3208907,20210930,17034135,21.00;
3187893,20210930,17041496,14.00;
3195687,20210930,17043547,13.00;
3143882,20210930,17050834,9.00;
3141992,20210930,17054152,17.00;
3187532,20210930,17061054,8.00;
3155483,20210930,17064324,17.50;
3158093,20210930,17072201,20.50;
3163402,20210930,17074251,11.00;
3162566,20210930,17081082,18.00;
3128320,20210930,17084125,16.00;
3201229,20210930,17091270,10.50;
3183211,20210930,17093604,18.00;
3152738,20210930,17100833,10.00;
3147743,20210930,17104548,17.50;
3164753,20210930,17111190,8.50;
3144520,20210930,17113346,7.50;
3154790,20210930,17120043,20.50;
3166698,20210930,17123482,15.00;
3169875,20210930,17130177,14.00;
3126430,20210930,17132459,10.00;
3163259,20210930,17135776,20.00;
3183112,20210930,17143570,11.50;
3170558,20210930,17145790,13.50;
3135124,20210930,17151856,19.50;
3124711,20210930,17154885,18.50;
3206576,20210930,17161088,14.50;
3135629,20210930,17163144,7.00;
3204415,20210930,17165732,14.00;
3177335,20210930,17173684,11.50;
3160108,20210930,17181547,21.00;
3161071,20210930,17184050,9.00;
3196785,20210930,17191032,12.50;
3124531,20210930,17193625,9.50;
3129842,20210930,17201446,21.00;
3133045,20210930,17204689,20.00;
3126674,20210930,17212663,7.50;
3181402,20210930,17215289,16.50;
3169776,20210930,17222308,12.50;
3184580,20210930,17224939,14.50;
3154853,20210930,17232058,7.00;
3157977,20210930,17234245,13.50;
3205982,20210930,17241287,8.00;
3185255,20210930,17245206,9.50;
3150712,20210930,17252808,12.00;
3161693,20210930,17255470,14.00;
3198620,20210930,17263211,9.00;
3194787,20210930,17270901,11.00;
3193238,20210930,17273083,11.50;
3193517,20210930,17280482,14.00;
3166850,20210930,17283416,15.50;
3166058,20210930,17290897,12.00;
3204433,20210930,17294412,20.50;
3124900,20210930,17301238,13.50;
3141055,20210930,17304466,11.00;
3143026,20210930,17310637,9.50;
3163989,20210930,17313976,19.50;
3131885,20210930,17320116,11.50;
3134332,20210930,17324099,21.50;
3188261,20210930,17330644,15.00;
3154637,20210930,17333221,14.00;
3192761,20210930,17335395,8.50;
3130453,20210930,17342081,8.00;
3185110,20210930,17344801,13.00;
3152341,20210930,17350991,21.00;
3190051,20210930,17354742,11.00;
3198369,20210930,17362313,13.00;
3136763,20210930,17364766,16.50;
3148887,20210930,17371431,15.50;
3192419,20210930,17373600,16.50;
3145998,20210930,17380621,8.00;
3174239,20210930,17382714,15.00;
3179577,20210930,17385808,15.00;
3149435,20210930,17393142,21.50;
3182311,20210930,17400708,20.00;
3181934,20210930,17404425,8.00;
3142009,20210930,17410595,13.00;
3147211,20210930,17414007,18.50;
3195885,20210930,17420171,13.50;
3203047,20210930,17423641,20.50;
3184445,20210930,17425671,11.00;
3192059,20210930,17433189,18.00;
3166120,20210930,17435954,16.00;
3206071,20210930,17443671,7.00;
3179081,20210930,17450056,13.00;
3145231,20210930,17454005,13.00;
3194165,20210930,17460956,9.50;
3168957,20210930,17463582,7.00;
3182032,20210930,17465601,9.50;
3163916,20210930,17471975,17.00;
3131065,20210930,17475580,7.50;
3165482,20210930,17483083,20.50;
3174365,20210930,17490906,7.50;
3145817,20210930,17494335,19.50;
3157472,20210930,17500823,20.50;
3165077,20210930,17504625,8.50;
3172024,20210930,17511432,9.00;
3133801,20210930,17513714,8.50;
3158723,20210930,17515743,12.50;
3158129,20210930,17522797,17.50;
3141587,20210930,17530499,16.00;
3151522,20210930,17532869,18.00;
3175427,20210930,17535560,21.00;
3129897,20210930,17542406,16.50;
3181358,20210930,17550119,7.50;
3147635,20210930,17554016,11.50;
3124694,20210930,17560239,15.00;
3199115,20210930,17562674,19.00;
3183798,20210930,17564993,15.50;
3196154,20210930,17571204,9.50;
3147923,20210930,17575135,11.00;
3201256,20210930,17582392,13.50;
3141749,20210930,17584843,21.50;
3174815,20210930,17591389,12.00;
3156842,20210930,17595134,14.50;
3170170,20210930,18002706,21.00;
3159993,20210930,18005453,11.00;
3124072,20210930,18012296,15.50;
3156095,20210930,18015463,20.00;
3147671,20210930,18023378,21.50;
3206099,20210930,18030388,14.50;
3169497,20210930,18032684,17.50;
3193139,20210930,18035206,17.00;
3175977,20210930,18042258,18.00;
3191348,20210930,18045109,7.50;
3146212,20210930,18051162,10.50;
3134701,20210930,18054120,10.50;
3174806,20210930,18061597,12.50;
3203696,20210930,18064987,18.00;
3202309,20210930,18072219,19.00;
3174536,20210930,18075748,11.50;
3157085,20210930,18081797,20.00;
3142108,20210930,18083986,11.50;
3189765,20210930,18091079,21.50;
3140056,20210930,18094127,17.50;
3136510,20210930,18101677,17.00;
3175139,20210930,18104188,16.50;
3142801,20210930,18111246,13.50;
3172123,20210930,18114742,12.50;
3175805,20210930,18121600,11.50;
3205694,20210930,18125391,19.50;
3158066,20210930,18131970,9.50;
3158633,20210930,18134471,18.50;
3176912,20210930,18141127,17.00;
3160289,20210930,18143716,13.50;
3204235,20210930,18151178,16.50;
3202598,20210930,18154231,15.00;
3194002,20210930,18161685,13.00;
3183950,20210930,18165512,13.00;
3181619,20210930,18172783,18.00;
3132695,20210930,18175996,18.00;
3191212,20210930,18182526,13.00;
3124937,20210930,18185502,11.50;
3128285,20210930,18192082,8.50;
3178604,20210930,18194212,15.50;
3199061,20210930,18200315,19.50;
3207016,20210930,18203611,17.00;
3154060,20210930,18210292,14.50;
3144133,20210930,18214204,7.00;
3155320,20210930,18220328,16.50;
3204721,20210930,18223880,13.00;
3157436,20210930,18230412,7.50;
3127547,20210930,18233898,7.50;
3174455,20210930,18240342,21.50;
3181709,20210930,18242835,13.50;
3162241,20210930,18244836,15.50;
3145682,20210930,18251763,20.00;
3172051,20210930,18254601,18.50;
3152288,20210930,18261934,8.00;
3193887,20210930,18265516,16.50;
3170521,20210930,18271764,16.00;
3136871,20210930,18274169,12.50;
3192563,20210930,18281789,16.00;
3129527,20210930,18285429,13.00;
3183428,20210930,18292077,13.00;
3144836,20210930,18294901,12.50;
3132460,20210930,18301532,21.50;
3173393,20210930,18303814,16.00;
3185859,20210930,18310192,12.00;
3174464,20210930,18313786,8.50;
3140155,20210930,18321190,12.00;
3145060,20210930,18324410,16.00;
3203704,20210930,18331478,16.50;
3187154,20210930,18335392,21.50;
3152099,20210930,18341519,17.00;
3196749,20210930,18344384,7.50;
3137960,20210930,18350747,13.00;
3146825,20210930,18354046,13.50;
3146320,20210930,18360987,10.50;
3161585,20210930,18364105,13.50;
3197649,20210930,18370349,12.00;
3157355,20210930,18372737,9.00;
3136835,20210930,18375300,11.00;
3135331,20210930,18382077,8.50;
3170189,20210930,18385440,18.50;
3163736,20210930,18393000,10.00;
3133225,20210930,18400391,11.00;
3137078,20210930,18403478,15.50;
3149228,20210930,18410844,17.50;
3172583,20210930,18413354,8.50;
3138482,20210930,18415639,14.50;
3208312,20210930,18422787,19.50;
3199971,20210930,18425853,12.00;
3197216,20210930,18432718,8.50;
3209627,20210930,18440232,17.00;
3188144,20210930,18442629,11.00;
3129356,20210930,18445553,14.50;
3135133,20210930,18453313,16.00;
3179405,20210930,18455780,14.00;
3173401,20210930,18463636,19.50;
3208295,20211006,11002917,7.00;
3193788,20211006,11010367,11.00;
3153827,20211006,11013837,15.00;
3198657,20211006,11021452,9.00;
3182005,20211006,11023807,13.50;
3176589,20211006,11031160,18.50;
3184490,20211006,11035078,15.50;
3191609,20211006,11041187,20.00;
3187938,20211006,11044092,20.00;
3125945,20211006,11051975,17.50;
3185903,20211006,11054053,16.00;
3177524,20211006,11060368,12.00;
3183969,20211006,11063920,10.50;
3170512,20211006,11071084,16.50;
3149877,20211006,11073889,8.50;
3188838,20211006,11081282,8.50;
3197883,20211006,11084265,7.50;
3181358,20211006,11092127,7.50;
3157995,20211006,11095674,10.50;
3199782,20211006,11102582,17.00;
3208565,20211006,11105582,18.00;
3149796,20211006,11111978,17.00;
3209122,20211006,11114404,8.50;
3165275,20211006,11122082,17.00;
3185354,20211006,11124442,18.00;
3168335,20211006,11131361,13.00;
3132244,20211006,11135049,15.00;
3163141,20211006,11141887,21.00;
3179649,20211006,11143953,7.00;
3181349,20211006,11150145,11.50;
3148058,20211006,11152613,14.50;
3196433,20211006,11155223,19.00;
3193427,20211006,11163037,14.00;
3169505,20211006,11170524,9.50;
3135250,20211006,11174410,8.00;
3181277,20211006,11180637,16.00;
3125161,20211006,11183722,9.00;
3157355,20211006,11185949,17.50;
3198639,20211006,11193160,8.00;
3156789,20211006,11201049,7.00;
3180999,20211006,11204585,19.50;
3148364,20211006,11210716,19.00;
3130561,20211006,11213339,12.50;
3174545,20211006,11220501,21.50;
3165563,20211006,11223617,15.50;
3140353,20211006,11231330,20.50;
3174743,20211006,11234655,14.00;
3127754,20211006,11241417,12.00;
3207016,20211006,11243556,21.50;
3155447,20211006,11251461,18.00;
3125495,20211006,11255273,14.00;
3158949,20211006,11263129,17.00;
3184094,20211006,11265255,12.00;
3180638,20211006,11271324,15.00;
3179856,20211006,11274028,15.50;
3203731,20211006,11280637,16.00;
3125413,20211006,11282771,17.00;
3177867,20211006,11284975,21.50;
3139760,20211006,11292225,20.50;
3132217,20211006,11294992,18.50;
3186407,20211006,11302662,9.00;
3125567,20211006,11310142,21.00;
3151397,20211006,11312184,10.50;
3205289,20211006,11315393,19.50;
3160478,20211006,11322173,20.00;
3190556,20211006,11324647,18.00;
3163033,20211006,11332066,13.00;
3198134,20211006,11334421,9.50;
3187343,20211006,11340577,9.00;
3152963,20211006,11344467,9.50;
3136565,20211006,11350488,21.50;
3128753,20211006,11353667,12.00;
3159164,20211006,11360888,11.00;
3148724,20211006,11363083,16.00;
3173465,20211006,11370276,16.50;
3135656,20211006,11373128,14.00;
3128609,20211006,11375664,19.00;
3190853,20211006,11382140,15.00;
3155276,20211006,11385077,20.00;
3132307,20211006,11391139,11.00;
3131524,20211006,11394890,16.50;
3194976,20211006,11401129,9.00;
3147572,20211006,11404349,20.50;
3188207,20211006,11412231,10.50;
3153214,20211006,11420074,10.50;
3205766,20211006,11423879,8.50;
3187703,20211006,11425971,21.00;
3144610,20211006,11432301,10.50;
3170936,20211006,11434441,21.00;
3144548,20211006,11441312,18.00;
3178875,20211006,11443539,20.00;
3165167,20211006,11451537,16.50;
3194570,20211006,11455189,14.00;
3154709,20211006,11461331,15.00;
3125792,20211006,11464203,8.50;
3209078,20211006,11470819,12.00;
3160676,20211006,11473822,14.50;
3205072,20211006,11480176,9.00;
3175292,20211006,11482430,9.50;
3169631,20211006,11485877,14.50;
3182465,20211006,11493496,20.00;
3179559,20211006,11500173,12.00;
3136853,20211006,11503841,15.50;
3168975,20211006,11510623,13.50;
3126296,20211006,11513356,14.50;
3161431,20211006,11520164,15.50;
3151973,20211006,11522513,14.00;
3186506,20211006,11525919,11.00;
3153098,20211006,11533560,14.00;
3169514,20211006,11535860,10.00;
3202642,20211006,11542349,7.00;
3161837,20211006,11544436,11.00;
3138743,20211006,11551005,11.00;
3208330,20211006,11553359,7.50;
3141974,20211006,11560536,16.00;
3189611,20211006,11563746,8.00;
3200563,20211006,11571743,20.50;
3137889,20211006,11575034,21.00;
3181169,20211006,11582920,13.50;
3136899,20211006,11590864,16.00;
3167309,20211006,11594391,7.50;
3175869,20211006,12000894,14.50;
3178659,20211006,12003303,19.00;
3181286,20211006,12010730,15.00;
3158912,20211006,12013937,18.00;
3138644,20211006,12021097,17.00;
3167291,20211006,12024516,19.00;
3196550,20211006,12031519,10.00;
3131443,20211006,12034686,10.00;
3193724,20211006,12041150,7.00;
3131641,20211006,12044947,9.50;
3141758,20211006,12051428,19.50;
3150217,20211006,12054068,16.50;
3139832,20211006,12060113,11.50;
3195786,20211006,12063609,16.00;
3124531,20211006,12070144,21.00;
3187055,20211006,12072506,17.00;
3196668,20211006,12075341,10.50;
3169064,20211006,12082211,10.00;
3176930,20211006,12084240,9.00;
3173681,20211006,12090911,8.50;
3139111,20211006,12093457,10.50;
3135683,20211006,12095759,8.00;
3200464,20211006,12103571,10.00;
3187956,20211006,12105634,20.00;
3129455,20211006,12112316,7.50;
3147527,20211006,12114319,18.50;
3136448,20211006,12122205,19.50;
3126458,20211006,12125497,16.00;
3176435,20211006,12132454,19.50;
3125332,20211006,12140090,17.50;
3131001,20211006,12144053,17.50;
3158237,20211006,12151052,19.00;
3166274,20211006,12155048,12.50;
3188478,20211006,12161164,8.50;
3153629,20211006,12164728,10.00;
3204569,20211006,12172232,21.50;
3138202,20211006,12175664,10.50;
3144764,20211006,12181667,18.00;
3169235,20211006,12185014,9.50;
3129482,20211006,12192222,11.50;
3185183,20211006,12195920,8.00;
3186425,20211006,12202289,8.50;
3151577,20211006,12205025,19.50;
3145268,20211006,12211411,13.00;
